FIELDNAME,WELLIDE,RIGNO,DTTMSTART,DTTMSPUD,DTTMSTARTCALC,WELLPHASE,PHASE1,PHASE2,ACTIVITY,DURATION,UNSCHEDULE_EVENT_HRS,WBORESZACT,DEPTHACT,COM
SEBL,SEBL_001,PHR-05,1/16/2026,12/1/2025 4:00,1/16/2026 10:00,DRLG,PRODLNR1,DRILL,CC,1,,6 1/8,5330,"CHC 2X BU with 300 gpm 1500 psi. Swept tandem LoVis + HiVis.

Note:
- No dynamic loss observed
- Last cutting description: 80% shale and 20% cement"
SEBL,SEBL_001,PHR-05,1/16/2026,12/1/2025 4:00,1/16/2026 11:00,DRLG,PRODLNR1,DRILL,TOH,9,,6 1/8,5330,"TOH and L/D 6 1/8"" Slick BHA#09 w/ Anadrill Jar 4-3/4in

Note :
- Hole monitoring prior TOH. Well static.
- L/D 1 jts 3-1/2"" DP
- No significant drag while TOH"
SEBL,SEBL_001,PHR-05,1/16/2026,12/1/2025 4:00,1/16/2026 20:00,DRLG,PRODLNR1,DRILL,BHAPU/LD,4,,6 1/8,5330,"MU 6-1/8"" New PDC Bit + RSS + MWD/LWD with 4-3/4"" Hydraulic Jar (BHA# 11) by Anadrill SLB. 

========== After Midnight ===========
00:00 - 01:30 :
Cont'd M/U 6-1/8"" New PDC Bit + RSS + MWD/LWD with 4-3/4"" Hydraulic Jar (BHA# 11) by Anadrill SLB. 
(6-1/8"" PDC Bit + 4-3/4"" Power Drive RSS + 4-3/4"" Power Drive SRX + 4-3/4"" LWD Periscope + 4-3/4"" MWD IM Pulse + 4-3/4"" LWD_ADN Radio active source)

Note:
- Surface test Power Drive with 250 gpm; 640 psi - Good.
- Loading source radio active.

> 6-1/8"" New PDC Bit by Baker
Type: HT513M
SN: QG2827
Nozzle: 5 x 13
TFA: 0.648
Bit Grading IN: NEW

>RSS assy
- 4.75"" Power Drive RSS Orbit G2 AA, SN: CU4903, 
  Circ HRS IN: 0 hrs
- 4.75"" Power Drive SRX, SN: B1948111, 
  Circ HRS IN: 0 hrs
- 4.75"" LWD Periscope, SN: B1352, 
  Circ HRS IN: 0 hrs
- 4.75"" MWD IM Pulse, SN: 5391XSAT, 
  Circ HRS IN: 0 hrs
- LWD ADN4_ 5.75"", SN: B2360, 
  Circ HRS IN: 0 hrs

> 4.75"" Hydraulic Jar, SN: 54244H, Circ HRS IN: 7.7 hrs
   Jar Up: 60 klbs Jar Down: 40 klbs Delay Time 92 sec

> Sensor Offset from Bit (ft)
   Near Bit Gamma: 6.33 ft
   Near Bit Inc: 7.23 ft
   Near Bit Azi: 9.33 ft
   Resistivity PERI: 30.41 ft
   APWD: 39.35 ft
   Gamma Ray PERI: 40.13 ft
   Resistivity IM: 54.07 ft
   Directional: 59.27 ft
   Gamma Ray IM: 61.27 ft
   Density: 86.42 ft
   Neutron: 90.06 ft

01:30 - 05:00 :
TIH 6-1/8"" PDC + RSS (BHA#11). Current depth at 2516 ftMD. 

Note :
- Fill up string very 1000' than break circulate
- Shallow Hole Test at 1535 ftMD
Flow: 250 gpm
SPPA:  1500 psi
TRPM :  3000  c/min
SNR : >17 dB
signal strength : 15-20 Psi
a jam : 0
DHAT : 131 degF
DHAP : 836 psi
Survey G in FAC
Result : Good Signal"
SEBL,SEBL_001,PHR-05,1/17/2026,12/1/2025 4:00,1/17/2026,DRLG,PRODLNR1,DRILL,BHAPU/LD,1.5,,6 1/8,5330,"Cont'd M/U 6-1/8"" New PDC Bit + RSS + MWD/LWD with 4-3/4"" Hydraulic Jar (BHA# 11) by Anadrill SLB. 
(6-1/8"" PDC Bit + 4-3/4"" Power Drive RSS + 4-3/4"" Power Drive SRX + 4-3/4"" LWD Periscope + 4-3/4"" MWD IM Pulse + 4-3/4"" LWD_ADN Radio active source)

Note:
- Surface test Power Drive with 250 gpm; 640 psi - Good.
- Loading source radio active.

> 6-1/8"" New PDC Bit by Baker
Type: HT513M
SN: QG2827
Nozzle: 5 x 13
TFA: 0.648
Bit Grading IN: NEW

>RSS assy
- 4.75"" Power Drive RSS Orbit G2 AA, SN: CU4903, 
  Circ HRS IN: 0 hrs
- 4.75"" Power Drive SRX, SN: B1948111, 
  Circ HRS IN: 0 hrs
- 4.75"" LWD Periscope, SN: B1352, 
  Circ HRS IN: 0 hrs
- 4.75"" MWD IM Pulse, SN: 5391XSAT, 
  Circ HRS IN: 0 hrs
- LWD ADN4_ 5.75"", SN: B2360, 
  Circ HRS IN: 0 hrs

> 4.75"" Hydraulic Jar, SN: 54244H, Circ HRS IN: 7.7 hrs
   Jar Up: 60 klbs Jar Down: 40 klbs Delay Time 92 sec

> Sensor Offset from Bit (ft)
   Near Bit Gamma: 6.33 ft
   Near Bit Inc: 7.23 ft
   Near Bit Azi: 9.33 ft
   Resistivity PERI: 30.41 ft
   APWD: 39.35 ft
   Gamma Ray PERI: 40.13 ft
   Resistivity IM: 54.07 ft
   Directional: 59.27 ft
   Gamma Ray IM: 61.27 ft
   Density: 86.42 ft
   Neutron: 90.06 ft"
SEBL,SEBL_001,PHR-05,1/17/2026,12/1/2025 4:00,1/17/2026 1:30,DRLG,PRODLNR1,DRILL,TIH,10,,6 1/8,5330,"TIH 6-1/8"" PDC + RSS (BHA#11) to 5330 ftMD. 

Shallow Hole Test at 1535 ftMD:
Flow: 250 gpm
SPPA:  1500 psi
TRPM :  3000  c/min
SNR : >17 dB
signal strength : 15-20 Psi
a jam : 0
DHAT : 131 degF
DHAP : 836 psi
Survey G in FAC
Result : Good Signal

Baseline at csg shoe:
Depth : 5325 ftMD
MP#1 : 250 gpm, 2230 psi, MWD Trpm 3120
MP#2 : 250 gpm, 2250 psi, MWD Trpm 3120
MP#3 : 250 gpm, 2260 psi, MWD Trpm 3120
P/U : 102 klbs
S/O : 62 klbs
R/W : 79 klbs
RPM : 40 rpm
Off Btm Torque : 3.3 kft-klbs
MW /ECD: 8.8 / 9.83 ppg
 
Pump OFF 
P/U : 103 klbs
S/O : 67 klbs

Note :
- Fill up string very 1000' MD then break circulate

"
SEBL,SEBL_001,PHR-05,1/17/2026,12/1/2025 4:00,1/17/2026 11:30,DRLG,PRODLNR1,DRILL,DRLRS,0.5,,6 1/8,5333,"Cont'd Rotate Drilling 6-1/8"" Lateral Section from 5330 ftMD to 5333 ftMD.

Drilling parameter:
- WOB : 5 Klbs
- Flow Rate : 250 gpm
- RPM : 60
- Pump Press (Off/On) : 2200 / 2200 psi
- Torque (Off/On) : 3.3 / 4.3 Kft-lbs

Recorded references:
- PU / SO / RW : 102 / 62 / 79 Klbs
- Avg ROP : 6 fph
- Inst ROP : 10.71 fph
- MW In/Out: 8.8 / 8.8 ppg
- ECD : 9.83 ppg
- Temp in/out : 132/134⁰F

Notes:
- Hole monitoring prior to connection
- K+ : 38K
- 20 ppb Preventive LCM in mud system.
- No dynamic loss observed.
- LCM pill 35 ppb standby in additional square tank.
- Meeting with DWI Operation Leadership, decided to conduct Safety Standdown Meeting with Rig Crew to Strengthen Safety Commitment on location."
SEBL,SEBL_001,PHR-05,1/17/2026,12/1/2025 4:00,1/17/2026 12:00,DRLG,PRODLNR1,DRILL,TOH,0.5,,6 1/8,5333,"TOH 6-1/8"" PDC bit + RSS (BHA#11), to depth 5296 ftMD (inside casing)

Notes:
- Circulate hole with 250 gpm 2100 psi prior TOH.
- Monitor hole prior TOH. Well static."
SEBL,SEBL_001,PHR-05,1/17/2026,12/1/2025 4:00,1/17/2026 12:30,DRLG,PRODLNR1,DRILL,HESDWN,3.5,3.5,6 1/8,5333,"Conduct Safety Standdown Meeting with Crew A to Strengthen Safety Commitment, lead by DSRs and HES Rep
Key points:
1. Encourage good quality SWA
2. Ensure walkthrough of CRSSC
3. Ensure crew complete 100%, encourage SWA if not complete
4. Ensure PJSM ""Anti Lupa"" conducted prior any job
5. Ensure 100% supervision of any job by 1 of 3 pillars"
SEBL,SEBL_001,PHR-05,1/17/2026,12/1/2025 4:00,1/17/2026 16:00,DRLG,PRODLNR1,DRILL,EQRPR,8,8,6 1/8,5333,"Resume Operation. Found no RPM reading in IDS and TDS panel. Troubleshooting TDS RPM sensor.

Note:
- WO TDS RPM sensor replacement from BN Yard, arrived on location at 23:00.

*Offline Activity:
Conduct Safety Standdown Meeting with Crew B ( night ) to Strengthen Safety Commitment, lead by DSRs and HES Rep
Key points:
1. Encourage good quality SWA
2. Ensure walkthrough of CRSSC
3. Ensure crew complete 100%, encourage SWA if not complete
4. Ensure PJSM ""Anti Lupa"" conducted prior any job
5. Ensure 100% supervision of any job by 1 of 3 pillars

======== After Midnight =========
00:00 - 00:30
Continue troubleshooting TDS problem. Install TDS RPM sensor and F/T - All good

00:30 - 05:00
PJSM and Cont'd Pattern Drilling 6-1/8"" Lateral Section from 5333 ftMD to 5381 ftMD.

Drilling parameter:
- WOB : 5-8 Klbs
- Flow Rate : 250 gpm
- RPM : 60-70
- Pump Press (Off/On) : 2170 / 2180 psi
- Torque (Off/On) : 4.0 / 5.0 Kft-lbs

Recorded references:
- PU / SO / RW : 103 / 63 / 78 Klbs
- Slide/Rotate : 0% / 100% 
- Avg ROP : 10.7 fph
- Inst ROP : 25.8 fph 
- ECD : 9.5 ppg
- BHT : 170.6 degF

Last Survey:
-N/A ( Still interference )

Notes:
- Hole monitoring prior to connection
- K+ : 38K
- 7 ppb CaCO3 F + 13 ppb CaCO3 M (preventive LCM) termasuk pemakaian untuk DIF in active system
- 17.5 ppb CaCO3 F + 17.5 ppb CaCO3 C (LCM Pill) at additional tank
- No dynamic loss observed.
- Sweep tandem 15 bbls LoVis + 15 bbls HiVis 120 SMF every 3-5 stands for hole cleaning purpose.

Last WSG cutting description: 
5360' MD : SST80%,SLT10%,SH10%
ltgry-offwh, firm-mod hd, vf-f sz, n calc, qtz, trc blk mat, 10-15% mod bri yl fluor, vslo strm vthn mlky wh cut "
SEBL,SEBL_001,PHR-05,1/18/2026,12/1/2025 4:00,1/18/2026,DRLG,PRODLNR1,DRILL,EQRPR,0.5,0.5,6 1/8,5333,Continue troubleshooting TDS problem. Install TDS RPM sensor and F/T - All good
SEBL,SEBL_001,PHR-05,1/18/2026,12/1/2025 4:00,1/18/2026 0:30,DRLG,PRODLNR1,DRILL,DRLRS,4.5,,6 1/8,5381,"PJSM and Cont'd Rotate Drilling 6-1/8"" Lateral Section from 5333 ftMD to 5381 ftMD.

Drilling parameter:
- WOB : 5-8 Klbs
- Flow Rate : 250 gpm
- RPM : 60-70
- Pump Press (Off/On) : 2170 / 2180 psi
- Torque (Off/On) : 4.0 / 5.0 Kft-lbs

Recorded references:
- PU / SO / RW : 103 / 63 / 78 Klbs
- Slide/Rotate : 0% / 100% 
- Avg ROP : 10.7 fph
- Inst ROP : 25.8 fph 
- ECD : 9.5 ppg
- BHT : 170.6 degF

Last Survey:
-N/A ( Still interference )

Notes:
- Hole monitoring prior to connection
- K+ : 38K
- 7 ppb CaCO3 F + 13 ppb CaCO3 M (preventive LCM) termasuk pemakaian untuk DIF in active system
- 17.5 ppb CaCO3 F + 17.5 ppb CaCO3 C (LCM Pill) at additional tank
- No dynamic loss observed.
- Sweep tandem 15 bbls LoVis + 15 bbls HiVis 120 SMF every 3-5 stands for hole cleaning purpose.

Last WSG cutting description: 
5360' MD : SST80%,SLT10%,SH10%
ltgry-offwh, firm-mod hd, vf-f sz, n calc, qtz, trc blk mat, 10-15% mod bri yl fluor, vslo strm vthn mlky wh cut "
SEBL,SEBL_001,PHR-05,1/18/2026,12/1/2025 4:00,1/18/2026 5:00,DRLG,PRODLNR1,DRILL,DRLRS,7,,6 1/8,5524,"Cont'd Rotate Drilling 6-1/8"" Lateral Section from 5381 ftMD to current depth 5524 ftMD.

Drilling parameter:
- WOB : 5-10 Klbs
- Flow Rate : 260 gpm
- RPM : 70
- Pump Press (Off/On) : 2400 / 2400 psi
- Torque (Off/On) : 3.8 / 4.9 Kft-lbs

Recorded references:
- PU / SO / RW : 102 / 62 / 78 Klbs
- Avg ROP : 20.4 fph
- Inst ROP : 35 fph 
- ECD : 9.79 ppg
- BHT : 174.2 degF

Last Survey:
Survey Depth:  5424.32 ftMD /  4108.70 ftTVD
Incl.:  86.07 deg
Azim.:  336.98 deg
DLS:  0.99 deg/100ft
Ct-Ct: 2.85 ft (2.81 Above , 0.47 Right )

Notes:
- Hole monitoring prior to connection
- K+ : 38K
- 7 ppb CaCO3 F + 13 ppb CaCO3 M (preventive LCM) termasuk pemakaian untuk DIF in active system
- 17.5 ppb CaCO3 F + 17.5 ppb CaCO3 C (LCM Pill) at additional tank
- No dynamic loss observed.
- Sweep tandem 15 bbls LoVis + 15 bbls HiVis 120 SMF every 3-5 stands for hole cleaning purpose.

Last WSG cutting description: 
5520'MD :
SST50%,SLT10%,SH40%
brn-drkbrn, offwh firm-mod hd, cly-vf sz, sli calc, qtz, trc blk mat, 5% mod bro yl fluor, vslo strm vthn mlky wh cut "
SEBL,SEBL_001,PHR-05,1/18/2026,12/1/2025 4:00,1/18/2026 12:00,DRLG,PRODLNR1,DRILL,DRLRS,5,,6 1/8,5675,"Cont'd Rotate Drilling 6-1/8"" Lateral Section from 5524 ftMD to current depth 5675 ftMD.

Drilling parameter:
- WOB : 10 Klbs
- Flow Rate : 260 gpm
- RPM : 70
- Pump Press (Off/On) : 2550 / 2550 psi
- Torque (Off/On) : 4.0 / 5.0 Kft-lbs

Recorded references:
- PU / SO / RW : 101 / 60 / 76 Klbs
- Avg ROP : 30.2 fph
- Inst ROP : 45 fph 
- ECD : 10.32 ppg
- BHT : 181.4 degF

Last Survey:
Survey Depth:  5613.50 ftMD /  4119.35 ftTVD
Incl.:  86.86 deg
Azim.:  337.35 deg
DLS:  0.57 deg/100ft
Ct-Ct: 5.83 ft (5.67 Above , 1.37 Right)

Notes:
- Hole monitoring prior to connection
- K+ : 38K
- 7 ppb CaCO3 F + 13 ppb CaCO3 M (preventive LCM) termasuk pemakaian untuk DIF in active system
- 17.5 ppb CaCO3 F + 17.5 ppb CaCO3 C (LCM Pill) at additional tank
- No dynamic loss observed.
- Sweep tandem 15 bbls LoVis + 15 bbls HiVis 120 SMF every 3-5 stands for hole cleaning purpose.

Last WSG cutting description: 
5670' MD : SST20%,SLT20%,SH60%
brn-drkbrn, loc offwh, firm-mod hd, cly-vf sz, sli calc, qtz, trc blk mat, 3-5% mod bro yl fluor, vslo strm vthn mlky wh cut 
(◆)"
SEBL,SEBL_001,PHR-05,1/18/2026,12/1/2025 4:00,1/18/2026 17:00,DRLG,PRODLNR1,DRILL,DRLRS,7,,6 1/8,5854,"Cont'd Rotate Drilling 6-1/8"" Lateral Section from 5675 ftMD to current depth 5854 ftMD.

Drilling parameter:
- WOB : 10 Klbs
- Flow Rate : 260 gpm
- RPM : 70
- Pump Press (Off/On) : 2650 / 2650 psi
- Torque (Off/On) : 4.0 / 5.0 Kft-lbs

Recorded references:
- PU / SO / RW : 102 / 62 / 77 Klbs
- Avg ROP : 25.6 fph
- Inst ROP : 45.16 fph 
- ECD : 10.33 ppg
- BHT : 183 degF

Last Survey Update
Survey Depth: 5741.24 ftMD / 4126.8 ftTVD
Incl.: 86.31 deg
Azim.: 337.05 deg
DLS: 0.75 deg/100ft
Ct-Ct: 4.05 ft (3.8 Above, 1.38 Right)

Notes:
- Hole monitoring prior to connection
- K+ : 38K
- 7 ppb CaCO3 F + 13 ppb CaCO3 M (preventive LCM) in active system
- 17.5 ppb CaCO3 F + 17.5 ppb CaCO3 C (LCM Pill) at additional tank
- No dynamic loss observed.
- Sweep tandem 15 bbls LoVis + 15 bbls HiVis 120 SMF every 3-5 stands for hole cleaning purpose.
- Reciprocate 2 - 3 times after standdown
- Increase LSRYP gradually
- Last WSG cutting description: 5810'-5830' MD : SST50%,SLT30%,SH20%

======== After Midnight =========
00:00 - 05:00 :
Cont'd Rotate Drilling 6-1/8"" Lateral Section from 5854 ftMD to current depth 5927 ftMD.

Drilling parameter:
- WOB : 10 Klbs
- Flow Rate : 260 gpm
- RPM : 70
- Pump Press (Off/On) : 2660 / 2660 psi
- Torque (Off/On) : 4.2 / 5.0 Kft-lbs

Recorded references:
- PU / SO / RW : 102 / 59 / 74 Klbs
- Avg ROP : 14.4 fph
- Inst ROP : 48.6 fph 
- ECD : 10.36 ppg
- BHT : 185 degF

Last Survey Update
Survey Depth: 5866.36 ftMD / 4134.84 ftTVD
Incl.: 86.21 deg
Azim.: 336.53 deg
DLS: 0.36 deg/100ft
Ct-Ct: 1.46 ft (1.23 Above, 0.79 Right)

Notes:
- 7 ppb CaCO3 F + 13 ppb CaCO3 M (preventive LCM) in active system
- No dynamic loss observed.
- Sweep tandem 15 bbls LoVis + 15 bbls HiVis 120 SMF every 3-5 stands for hole cleaning purpose.
- Reciprocate 2 - 3 times after standdown
- Last WSG cutting description: 5910'- 5920' MD : SST20%,SLT40%,SH40% (NOS)"
SEBL,SEBL_001,PHR-05,1/19/2026,12/1/2025 4:00,1/19/2026,DRLG,PRODLNR1,DRILL,DRLRS,5,,6 1/8,5927,"Cont'd Rotate Drilling 6-1/8"" Lateral Section from 5854 ftMD to current depth 5927 ftMD.

Drilling parameter:
- WOB : 10 Klbs
- Flow Rate : 260 gpm
- RPM : 70
- Pump Press (Off/On) : 2660 / 2700 psi
- Torque (Off/On) : 4.2 / 5.0 Kft-lbs

Recorded references:
- PU / SO / RW : 102 / 59 / 74 Klbs
- Avg ROP : 14.4 fph
- Inst ROP : 48.6 fph 
- ECD : 10.36 ppg
- BHT : 185 degF

Last Survey Update
Survey Depth: 5866.36 ftMD / 4134.84 ftTVD
Incl.: 86.21 deg
Azim.: 336.53 deg
DLS: 0.36 deg/100ft
Ct-Ct: 1.46 ft (1.23 Above, 0.79 Right)

Notes:
- 7 ppb CaCO3 F + 13 ppb CaCO3 M (preventive LCM) in active system
- No dynamic loss observed.
- Sweep tandem 15 bbls LoVis + 15 bbls HiVis 120 SMF every 3-5 stands for hole cleaning purpose.
- Reciprocate 2 - 3 times after standdown
- Last WSG cutting description: 5910'- 5920' MD : SST20%,SLT40%,SH40% (NOS)"
SEBL,SEBL_001,PHR-05,1/19/2026,12/1/2025 4:00,1/19/2026 5:00,DRLG,PRODLNR1,DRILL,DRLRS,4.5,,6 1/8,6052,"Cont'd Rotate Drilling 6-1/8"" Lateral Section from 5927 ftMD to current depth 6052 ftMD.

Drilling parameter:
- WOB : 10 Klbs
- Flow Rate : 260 gpm
- RPM : 70
- Pump Press (Off/On) : 2700 / 2720 psi
- Torque (Off/On) : 4.2 / 5.3 Kft-lbs

Recorded references:
- PU / SO / RW : 102 / 55 / 74 Klbs
- Avg ROP : 28 fph
- Inst ROP : 41 fph 
- ECD : 10.40 ppg
- BHT : 186 degF

Last Survey Update
Survey Depth: 5992.42 ftMD / 4141.28 ftTVD
Incl.: 87.41 deg
Azim.: 336.36 deg
DLS: 0.20 deg/100ft
Ct-Ct: 0.53 ft (0.29 Above, 0.44 Right)

Notes:
- 7 ppb CaCO3 F + 13 ppb CaCO3 M (preventive LCM) in active system
- No dynamic loss observed.
- Sweep tandem 15 bbls LoVis + 15 bbls HiVis 120 SMF every 3-5 stands for hole cleaning purpose.
- Survey every stand
- Reciprocate 2 - 3 times after standdown
- Last WSG cutting description: 5910'- 5920' MD : SST60%,SLT20%,SH20% (NOS)"
SEBL,SEBL_001,PHR-05,1/19/2026,12/1/2025 4:00,1/19/2026 9:30,DRLG,PRODLNR1,DRILL,CC,2,,6 1/8,6052,"CHC 1xBU and sweep hole with tandem 15 bbls lo-vis and 15 bbls hi-vis. CHC 1xBU. FR 260 gpm, 2600 psi. Until clean on shale shaker

Baseline #1 at 6052 ftMD:
Depth : 6052 ftMD
FR: 260 gpm, 2550 psi
P/U : 100 klbs
S/O : 56 klbs
R/W : 75 klbs
RPM : 70 rpm
Off Btm Torque : 4.0 kft-klbs
MW /ECD: 9.0 / 10.39 ppg
 
Pump OFF 
P/U : 105 klbs
S/O : 63 klbs

Notes : 
- No dynamic loss observed."
SEBL,SEBL_001,PHR-05,1/19/2026,12/1/2025 4:00,1/19/2026 11:30,DRLG,PRODLNR1,DRILL,TOH,2,,6 1/8,6052,"TOH 6-1/8"" PDC on Directional BHA (RSS) for short trip from 6052 ftMD to 5291 ftMD (inside casing).

Baseline at csg shoe:
Depth : 5291 ftMD
FR: 250 gpm, 2400 psi
P/U : 98 klbs
S/O : 62 klbs
R/W : 76 klbs
RPM : 40 rpm
Off Btm Torque : 3.1 kft-klbs
MW /ECD: 9.0 / 10.38 ppg
 
Pump OFF 
P/U : 100 klbs
S/O : 65 klbs

Notes :
- Observed well static prior to TOH
- Fill up hole from trip tank
- No excessive drag observed during trip"
SEBL,SEBL_001,PHR-05,1/19/2026,12/1/2025 4:00,1/19/2026 13:30,DRLG,PRODLNR1,DRILL,TIH,2.5,,6 1/8,6052,"TIH 6-1/8"" PDC on Directional BHA (RSS)  from 5291 ftMD to bottom 6052 ftMD

Notes:
- Monitor hole prior to TIH. Well static.
- Not found any significant drag during TIH."
SEBL,SEBL_001,PHR-05,1/19/2026,12/1/2025 4:00,1/19/2026 16:00,DRLG,PRODLNR1,DRILL,DRLRS,3,,6 1/8,6133,"Cont'd Rotate Drilling 6-1/8"" Lateral Section from 6052 ftMD to current depth 6133 ftMD.

Drilling parameter:
- WOB : 10 Klbs
- Flow Rate : 260 gpm
- RPM : 70
- Pump Press (Off/On) : 2700 / 2750 psi
- Torque (Off/On) : 4.5 / 5.5 Kft-lbs

Recorded references:
- PU / SO / RW : 102 / 55 / 74 Klbs
- Avg ROP : 27 fph
- Inst ROP : 45.8 fph 
- ECD : 10.40 ppg
- BHT : 186.8 degF

Last Survey Update
Survey Depth: 6055.26 ftMD / 4143.61 ftTVD
Incl.:  88.35 deg
Azim.:  336.06 deg
DLS:  1.56 deg/100ft
Ct-Ct: 1.48 ft (0.71 Above , 1.31 Left)

Last WSG cutting description:  
6000'- 6050' MD : SST10%,SLT60%,SH30%
ltgry-gry, firm-mod hd, cly-vf sz, n-sli calc, qtz, trc blk mat, no fluor, no cut
(NSO)

Notes:
- Hole monitoring prior to connection
- K+ : 38K
- 7 ppb CaCO3 F + 13 ppb CaCO3 M (preventive LCM) in active system
- 17.5 ppb CaCO3 F + 17.5 ppb CaCO3 C (LCM Pill) at additional tank
- No dynamic loss observed.
- Sweep tandem 15 bbls LoVis + 15 bbls HiVis 120 SMF every 3-5 stands for hole cleaning purpose.
* Got decision from Asset team building to 87.5 deg"
SEBL,SEBL_001,PHR-05,1/19/2026,12/1/2025 4:00,1/19/2026 19:00,DRLG,PRODLNR1,DRILL,EQRPR,5,5,6 1/8,6133,"Found pressure drop to 1400 psi ( normal pressure 2700 psi ) while drilling, problem with MP#01.

Noted:
- TOH to 5233' MD ( inside 7in casing )
- MP#01 found problem leakage at MP module
- MP#02 found problem dumpener leakage ( replace with new item )
- MP#03 found problem change liner gasket
- Not found any significant drag during TOH
- Keep hole monitoring during TOH 
- Closed annular BOP while MP repair

======= After Midnight =======
00:00 - 02:00
F/T All Mud Pump after finish repaired. Continue TIH to bottom 6133' MD.

Note:
- MP#01 with 250 GPM 2450 psi
- MP#02 with 250 GPM 2470 psi
- MP#03 with 250 GPM 2450 psi
- Keep hole monitoring during TIH
- Not found any significant drag during TIH

02:00 - 05:00
Cont'd Rotate Drilling 6-1/8"" Lateral Section from 6133 ftMD to current depth 6190 ftMD.

Drilling parameter:
- WOB : 10 Klbs
- Flow Rate : 260 gpm
- RPM : 70
- Pump Press (Off/On) : 2700 / 2750 psi
- Torque (Off/On) : 4.5 / 5.5 Kft-lbs

Recorded references:
- PU / SO / RW : 103 / 55 / 72 Klbs
- Avg ROP : 19 fph
- Inst ROP : 39.5 fph 
- ECD : 10.55 ppg
- BHT : 183.2 degF

Last Survey Update
Survey Depth: 6117.35 ftMD / 4145.19 ftTVD
Incl.: 88.72 deg
Azim.: 335.74 deg
DLS: 0.80 deg/100ft
Ct-Ct: 3.09 ft (1.83 Above , 2.5 Left )

Last WSG cutting description:  
6170' MD : SST30%,SLT30%,SH40%
ltgry-gry, firm-mod hd, cly-vf sz, n-sli calc, qtz, trc blk mat, 5-10% pl-mod bri yl fluor, vslo strm vthn mlky wh cut 
(◆/●)

Notes:
- Hole monitoring prior to connection
- K+ : 38K
- 7 ppb CaCO3 F + 13 ppb CaCO3 M (preventive LCM) in active system
- 17.5 ppb CaCO3 F + 17.5 ppb CaCO3 C (LCM Pill) at additional tank
- No dynamic loss observed.
- Sweep tandem 15 bbls LoVis + 15 bbls HiVis 120 SMF every 3-5 stands for hole cleaning purpose.
- Got decision from Asset team dropping to 87.5 deg"
SEBL,SEBL_001,PHR-05,1/20/2026,12/1/2025 4:00,1/20/2026,DRLG,PRODLNR1,DRILL,EQRPR,2,2,6 1/8,6133,"F/T All Mud Pump after finish repaired. Continue TIH to bottom 6133' MD.

Note:
- MP#01 with 250 GPM 2450 psi
- MP#02 with 250 GPM 2470 psi
- MP#03 with 250 GPM 2450 psi
- Keep hole monitoring during TIH
- Not found any significant drag during TIH"
SEBL,SEBL_001,PHR-05,1/20/2026,12/1/2025 4:00,1/20/2026 2:00,DRLG,PRODLNR1,DRILL,DRLRS,3,,6 1/8,6190,"Cont'd Rotate Drilling 6-1/8"" Lateral Section from 6133 ftMD to current depth 6190 ftMD.

Drilling parameter:
- WOB : 10 Klbs
- Flow Rate : 260 gpm
- RPM : 70
- Pump Press (Off/On) : 2700 / 2750 psi
- Torque (Off/On) : 4.5 / 5.5 Kft-lbs

Recorded references:
- PU / SO / RW : 103 / 55 / 72 Klbs
- Avg ROP : 19 fph
- Inst ROP : 39.5 fph 
- ECD : 10.55 ppg
- BHT : 183.2 degF

Last Survey Update
Survey Depth: 6117.35 ftMD / 4145.19 ftTVD
Incl.: 88.72 deg
Azim.: 335.74 deg
DLS: 0.80 deg/100ft
Ct-Ct: 3.09 ft (1.83 Above , 2.5 Left )

Last WSG cutting description:  
6170' MD : SST30%,SLT30%,SH40%
ltgry-gry, firm-mod hd, cly-vf sz, n-sli calc, qtz, trc blk mat, 5-10% pl-mod bri yl fluor, vslo strm vthn mlky wh cut 
(◆/●)

Notes:
- Hole monitoring prior to connection
- K+ : 38K
- 7 ppb CaCO3 F + 13 ppb CaCO3 M (preventive LCM) in active system
- 17.5 ppb CaCO3 F + 17.5 ppb CaCO3 C (LCM Pill) at additional tank
- No dynamic loss observed.
- Sweep tandem 15 bbls LoVis + 15 bbls HiVis 120 SMF every 3-5 stands for hole cleaning purpose.
- Got decision from Asset team dropping to 87.5 deg"
