Date time server,Bit Depth (ftMD),Hole Depth (ftMD),Block Position (ft),ROP (ft/h),Hookload (klb),WOB (klb),Rotary Torque (kft-lb),Surface RPM,Standpipe Pressure (psi),Mud Flow Out %,Mud Flow In (gpm)
9/10/2026 6:41,795.09,795.09,59.47,10.97,53.47,-0.43,1057.17,41,643,8,452
9/10/2026 6:41,795.09,795.09,59.47,10.97,53.78,-0.12,863.28,41,628,8,449
9/10/2026 6:41,795.09,795.09,59.47,10.97,54.1,-0.43,879.13,40,628,8,444
9/10/2026 6:41,795.09,795.09,59.47,10.97,53.78,-0.75,863.28,40,643,8,444
9/10/2026 6:41,795.09,795.09,59.47,10.97,54.1,-0.43,879.13,40,628,8,446
9/10/2026 6:41,795.09,795.09,59.47,10.97,54.41,-0.75,894.98,40,614,7,446
9/10/2026 6:41,795.09,795.09,59.47,10.97,54.72,-1.06,894.98,40,628,8,446
9/10/2026 6:41,795.09,795.09,59.47,10.97,54.41,-1.37,910.84,40,643,8,446
9/10/2026 6:41,795.09,795.09,59.47,10.97,54.1,-1.06,894.98,40,628,8,446
9/10/2026 6:41,795.09,795.09,59.47,10.97,53.78,-0.75,910.84,41,643,8,452
9/10/2026 6:41,795.09,795.09,59.47,10.97,53.78,-0.75,910.84,41,643,8,452
9/10/2026 6:41,795.1,795.1,59.46,10.97,53.47,-0.43,926.69,40,628,8,446
9/10/2026 6:41,795.1,795.1,59.46,10.97,53.78,-0.12,910.84,38,643,8,446
9/10/2026 6:41,795.1,795.1,59.46,10.97,53.47,-0.43,894.98,40,628,8,444
9/10/2026 6:41,795.1,795.1,59.46,10.97,53.16,-0.12,879.13,38,643,8,446
9/10/2026 6:41,795.1,795.1,59.46,10.97,53.16,0.18,894.98,38,628,8,446
9/10/2026 6:41,795.1,795.1,59.46,10.97,53.47,0.18,910.84,36,628,8,446
9/10/2026 6:41,795.1,795.1,59.46,10.97,53.16,-0.12,894.98,38,614,7,452
9/10/2026 6:41,795.1,795.1,59.46,10.97,53.47,0.18,910.84,40,628,8,452
9/10/2026 6:41,795.1,795.1,59.46,10.97,53.78,-0.12,747.16,36,643,8,452
9/10/2026 6:41,795.1,795.1,59.46,10.97,53.47,-0.43,1196.14,61,657,8,444
9/10/2026 6:41,795.09,795.1,59.47,10.97,53.16,0,901.98,42,671,8,441
9/10/2026 6:41,795.09,795.1,59.47,10.97,52.85,0,901.98,33,657,8,433
9/10/2026 6:41,795.09,795.1,59.47,10.97,52.53,0,731.68,38,657,8,441
9/10/2026 6:41,795.09,795.1,59.47,10.97,52.53,0,731.68,38,657,8,441
9/10/2026 6:41,795.09,795.1,59.47,10.97,52.85,0,963.91,39,643,8,444
9/10/2026 6:41,795.09,795.1,59.47,10.97,52.85,0,963.91,39,643,8,444
9/10/2026 6:41,795.09,795.1,59.47,10.97,53.16,0,979.76,39,657,8,446
9/10/2026 6:41,795.09,795.1,59.47,10.97,53.47,0,995.62,39,643,8,446
9/10/2026 6:41,795.09,795.1,59.47,10.97,53.78,0,979.76,38,628,8,446
9/10/2026 6:41,795.09,795.1,59.47,10.97,54.1,0,995.62,35,614,7,446
9/10/2026 6:41,795.09,795.1,59.47,10.97,53.78,0,1011.47,40,600,7,446
9/10/2026 6:41,795.09,795.1,59.47,10.97,54.1,0,1196.14,34,614,7,446
9/10/2026 6:41,795.09,795.1,59.47,10.97,54.1,0,1196.14,34,614,7,446
9/10/2026 6:41,795.08,795.1,59.48,10.97,53.78,0,1211.99,41,614,7,441
9/10/2026 6:41,795.07,795.1,59.49,10.97,53.47,0,1010.36,41,628,8,438
9/10/2026 6:41,794.87,795.1,59.69,10.97,53.16,0,2860.47,44,614,7,444
9/10/2026 6:41,794.83,795.1,59.73,10.97,52.85,0,700.71,37,628,8,441
9/10/2026 6:41,794.83,795.1,59.73,10.97,53.16,0,1320,37,643,8,441
9/10/2026 6:41,794.83,795.1,59.73,10.97,53.47,0,1304.14,38,657,8,441
9/10/2026 6:41,794.81,795.1,59.75,10.97,53.16,0,1018.1,38,643,8,446
9/10/2026 6:42,794.78,795.1,59.78,10.97,52.85,0,4.02,6,628,8,446
9/10/2026 6:42,794.72,795.1,59.85,10.97,53.16,0,19.87,0,643,8,446
9/10/2026 6:42,794.52,795.1,60.06,10.97,53.47,0,4.02,0,628,8,446
9/10/2026 6:42,794.52,795.1,60.06,10.97,53.47,0,4.02,0,628,8,446
9/10/2026 6:42,794.2,795.1,60.36,10.97,53.78,0,0,0,643,8,446
9/10/2026 6:42,794.2,795.1,60.36,10.97,54.1,0,0,0,628,8,446
9/10/2026 6:42,794.2,795.1,60.36,10.97,53.78,0,0,0,614,7,444
9/10/2026 6:42,794.2,795.1,60.36,10.97,53.47,0,143.36,0,628,8,446
9/10/2026 6:42,794.2,795.1,60.36,10.97,53.47,0,143.36,0,628,8,446
9/10/2026 6:42,794.2,795.1,60.36,10.97,53.16,0,398.81,0,614,7,444
9/10/2026 6:42,794.2,795.1,60.36,10.97,52.85,0,398.81,11,628,8,446
9/10/2026 6:42,794.2,795.1,60.36,10.97,52.53,0,1343.22,13,614,7,444
9/10/2026 6:42,794.2,795.1,60.36,10.97,53.16,0,623.3,26,643,8,441
9/10/2026 6:42,794.2,795.1,60.36,10.97,53.47,0,607.45,31,643,8,449
9/10/2026 6:42,794.2,795.1,60.36,10.97,53.47,0,909.72,37,643,8,449
9/10/2026 6:42,794.2,795.1,60.36,10.97,53.78,0,925.58,40,628,8,449
9/10/2026 6:42,794.21,795.1,60.35,10.97,53.78,0,893.87,40,643,8,444
9/10/2026 6:42,794.23,795.1,60.33,10.97,54.1,0,878.02,40,628,8,449
9/10/2026 6:42,794.23,795.1,60.33,10.97,54.1,0,846.31,40,600,7,441
9/10/2026 6:42,794.23,795.1,60.33,10.97,53.78,0,830.45,40,585,7,444
9/10/2026 6:42,794.23,795.1,60.33,10.97,53.47,0,846.31,40,600,7,452
9/10/2026 6:42,794.23,795.1,60.33,10.97,53.78,0,830.45,40,614,7,446
9/10/2026 6:42,794.23,795.1,60.33,10.97,53.47,0,814.6,40,614,7,446
9/10/2026 6:42,794.23,795.1,60.33,10.97,53.47,0,814.6,40,614,7,444
9/10/2026 6:42,794.23,795.1,60.33,10.97,53.47,0,830.45,40,628,8,449
9/10/2026 6:42,794.23,795.1,60.33,10.97,53.78,0,846.31,40,643,8,441
9/10/2026 6:42,794.23,795.1,60.33,10.97,53.78,0,846.31,40,628,8,449
9/10/2026 6:42,794.23,795.1,60.33,10.97,53.47,0,830.45,40,614,7,449
9/10/2026 6:42,794.23,795.1,60.33,10.97,53.16,0,814.6,37,614,7,449
9/10/2026 6:42,794.23,795.1,60.33,10.97,53.47,0,830.45,40,628,8,449
9/10/2026 6:42,794.23,795.1,60.33,10.97,53.78,0,814.6,40,614,7,444
9/10/2026 6:42,794.26,795.1,60.3,10.97,53.78,0,846.31,40,614,7,444
9/10/2026 6:42,794.28,795.1,60.28,10.97,53.47,0,862.16,41,614,7,446
9/10/2026 6:42,794.3,795.1,60.26,10.97,53.16,0,878.02,41,628,8,446
9/10/2026 6:42,794.32,795.1,60.24,10.97,53.47,0,862.16,41,614,7,446
9/10/2026 6:42,794.34,795.1,60.22,10.97,53.78,0,846.31,40,600,7,446
9/10/2026 6:42,794.36,795.1,60.2,10.97,53.47,0,862.16,43,614,7,446
9/10/2026 6:42,794.38,795.1,60.18,10.97,53.16,0,846.31,38,628,8,449
9/10/2026 6:42,794.39,795.1,60.17,10.97,53.47,0,862.16,38,643,8,449
9/10/2026 6:42,794.39,795.1,60.17,10.97,53.16,0,878.02,38,628,8,449
9/10/2026 6:43,794.39,795.1,60.17,10.97,53.47,0,893.87,39,614,7,441
9/10/2026 6:43,794.41,795.1,60.15,10.97,53.47,0,878.02,39,628,8,441
9/10/2026 6:43,794.43,795.1,60.13,10.97,53.78,0,862.16,42,614,7,452
9/10/2026 6:43,794.44,795.1,60.12,10.97,54.1,0,846.31,42,628,8,444
9/10/2026 6:43,794.46,795.1,60.1,10.97,53.78,0,846.31,42,614,7,444
9/10/2026 6:43,794.47,795.1,60.09,10.97,53.47,0,830.45,41,600,7,446
9/10/2026 6:43,794.49,795.1,60.07,10.97,53.78,0,846.31,41,585,7,446
9/10/2026 6:43,794.51,795.1,60.06,10.97,54.1,0,1056.8,38,600,7,449
9/10/2026 6:43,794.52,795.1,60.04,10.97,54.41,0,809.09,40,614,7,452
9/10/2026 6:43,794.53,795.1,60.03,10.97,54.1,0,793.24,40,628,8,449
9/10/2026 6:43,794.54,795.1,60.01,10.97,54.41,0,809.09,40,614,7,449
9/10/2026 6:43,794.56,795.1,60,10.97,54.1,0,824.94,39,628,8,446
9/10/2026 6:43,794.57,795.1,59.99,10.97,53.78,0,809.09,40,614,7,452
9/10/2026 6:43,794.59,795.1,59.97,10.97,54.1,0,824.94,39,614,7,449
9/10/2026 6:43,794.62,795.1,59.94,10.97,53.47,0,824.94,39,643,8,452
9/10/2026 6:43,794.63,795.1,59.93,10.97,53.78,0,840.8,40,628,8,449
9/10/2026 6:43,794.64,795.1,59.92,10.97,53.47,0,824.94,40,614,7,449
9/10/2026 6:43,794.65,795.1,59.91,10.97,53.78,0,1211.62,40,628,8,449
9/10/2026 6:43,794.66,795.1,59.9,10.97,54.1,0,894.24,40,614,7,449
9/10/2026 6:43,794.69,795.1,59.87,10.97,54.1,0,862.53,37,643,8,449
9/10/2026 6:43,794.71,795.1,59.85,10.97,54.41,0,846.68,39,628,8,449
9/10/2026 6:43,794.72,795.1,59.84,10.97,54.72,0,862.53,39,643,8,446
9/10/2026 6:43,794.73,795.1,59.83,10.97,54.41,0,846.68,39,628,8,454
9/10/2026 6:43,794.75,795.1,59.81,10.97,54.72,0,862.53,39,628,8,452
9/10/2026 6:43,794.77,795.1,59.8,10.97,54.72,0,846.68,39,614,7,446
9/10/2026 6:43,794.78,795.1,59.78,10.97,54.41,0,830.83,39,628,8,446
9/10/2026 6:43,794.79,795.1,59.77,10.97,54.72,0,846.68,43,614,7,446
9/10/2026 6:43,794.8,795.1,59.76,10.97,54.41,0,830.83,39,600,7,446
9/10/2026 6:43,794.81,795.1,59.75,10.97,54.1,0,846.68,39,614,7,449
9/10/2026 6:43,794.82,795.1,59.74,10.97,54.41,0,862.53,39,600,7,446
9/10/2026 6:43,794.83,795.1,59.73,10.97,54.41,0,878.39,41,600,7,449
9/10/2026 6:43,794.84,795.1,59.72,10.97,54.72,0,894.24,41,614,7,449
9/10/2026 6:43,794.85,795.1,59.71,10.97,55.03,0,878.39,39,628,8,441
9/10/2026 6:43,794.86,795.1,59.7,10.97,55.35,0,862.53,39,643,8,441
9/10/2026 6:43,794.87,795.1,59.69,10.97,55.03,0,846.68,39,628,8,441
9/10/2026 6:43,794.88,795.1,59.68,10.97,55.35,0,862.53,39,643,8,452
9/10/2026 6:43,794.88,795.1,59.68,10.97,55.03,0,878.39,39,628,8,449
9/10/2026 6:43,794.89,795.1,59.67,10.97,54.72,0,862.53,42,643,8,452
9/10/2026 6:43,794.9,795.1,59.66,10.97,54.72,0,846.68,42,628,8,446
9/10/2026 6:43,794.91,795.1,59.65,10.97,55.03,0,830.83,42,614,7,446
9/10/2026 6:43,794.91,795.1,59.65,10.97,55.35,0,846.68,37,628,8,446
9/10/2026 6:43,794.92,795.1,59.64,10.97,55.03,0,862.53,37,614,7,452
9/10/2026 6:43,794.92,795.1,59.64,10.97,54.72,0,878.39,37,600,7,452
9/10/2026 6:44,794.94,795.1,59.63,10.97,54.41,0,894.24,40,614,7,452
9/10/2026 6:44,794.94,795.1,59.62,10.97,54.41,0,878.39,40,614,7,444
9/10/2026 6:44,794.95,795.1,59.61,10.97,54.1,0,894.24,40,628,8,444
9/10/2026 6:44,794.96,795.1,59.6,10.97,54.41,0,910.09,40,628,8,444
9/10/2026 6:44,794.96,795.1,59.6,10.97,54.72,0,894.24,40,614,7,446
9/10/2026 6:44,794.96,795.1,59.6,10.97,54.41,0,878.39,39,628,8,452
9/10/2026 6:44,794.96,795.1,59.6,10.97,54.41,0,894.24,42,614,7,444
9/10/2026 6:44,794.96,795.1,59.6,10.97,54.1,0,910.09,38,614,7,449
9/10/2026 6:44,794.96,795.1,59.6,10.97,53.78,0,925.95,38,628,8,446
9/10/2026 6:44,794.96,795.1,59.6,10.97,54.1,0,941.8,38,614,7,446
9/10/2026 6:44,794.96,795.1,59.6,10.97,53.78,0,925.95,38,628,8,446
9/10/2026 6:44,794.96,795.1,59.6,10.97,53.78,0,910.09,38,614,7,446
9/10/2026 6:44,794.97,795.1,59.59,10.97,53.47,0,894.24,38,600,7,454
9/10/2026 6:44,794.97,795.1,59.59,10.97,53.78,0,910.09,38,614,7,452
9/10/2026 6:44,794.97,795.1,59.59,10.97,54.1,0,894.24,42,600,7,454
9/10/2026 6:44,794.98,795.1,59.58,10.97,54.1,0,862.53,43,600,7,449
9/10/2026 6:44,794.98,795.1,59.58,10.97,54.41,0,878.39,43,614,7,449
9/10/2026 6:44,794.98,795.1,59.58,10.97,54.72,0,894.24,39,628,8,449
9/10/2026 6:44,794.98,795.1,59.58,10.97,55.03,0,910.09,40,614,7,449
9/10/2026 6:44,794.98,795.1,59.58,10.97,55.35,0,894.24,37,600,7,449
9/10/2026 6:44,794.98,795.1,59.58,10.97,55.03,0,910.09,40,614,7,449
9/10/2026 6:44,794.98,795.1,59.58,10.97,54.72,0,894.24,40,600,7,449
9/10/2026 6:45,795.12,795.12,59.44,3.34,53.78,-0.75,932.95,40,600,7,446
9/10/2026 6:45,795.12,795.12,59.44,3.34,54.1,-0.43,917.09,40,614,7,446
9/10/2026 6:45,795.12,795.12,59.44,3.34,54.1,-0.75,1134.21,40,628,8,449
9/10/2026 6:45,795.12,795.12,59.44,3.34,53.78,-0.75,762.64,40,643,8,446
9/10/2026 6:45,795.12,795.12,59.44,3.34,54.1,-0.43,1025.84,39,628,8,446
9/10/2026 6:45,795.12,795.12,59.44,3.34,53.78,-0.75,1009.98,40,643,8,446
9/10/2026 6:45,795.12,795.12,59.44,3.34,54.1,-0.43,1025.84,39,628,8,446
9/10/2026 6:45,795.13,795.13,59.44,3.34,53.78,-0.75,809.09,40,628,8,454
9/10/2026 6:45,795.13,795.13,59.44,3.34,53.16,-0.12,809.09,42,614,7,446
9/10/2026 6:45,795.13,795.13,59.43,3.34,53.47,0.18,1041.32,41,600,7,446
9/10/2026 6:45,795.13,795.13,59.43,3.34,53.16,-0.12,878.76,41,614,7,446
9/10/2026 6:45,795.13,795.13,59.43,3.34,52.85,0.18,1172.92,41,628,8,446
9/10/2026 6:45,795.13,795.13,59.43,3.34,53.16,0.5,956.17,41,614,7,449
9/10/2026 6:45,795.13,795.13,59.43,3.34,53.16,0.18,940.32,36,628,8,446
9/10/2026 6:45,795.13,795.13,59.43,3.34,52.85,0.18,924.46,36,643,8,446
9/10/2026 6:45,795.13,795.13,59.43,3.34,53.16,0.5,940.32,36,628,8,446
9/10/2026 6:45,795.13,795.13,59.43,3.34,52.85,0.18,747.16,43,643,8,449
9/10/2026 6:45,795.13,795.13,59.43,3.34,53.16,0.5,763.01,40,628,8,446
9/10/2026 6:45,795.13,795.13,59.43,3.34,53.16,0.18,987.13,40,614,7,446
9/10/2026 6:45,795.13,795.13,59.43,3.34,52.85,0.18,971.28,42,628,8,446
9/10/2026 6:45,795.13,795.13,59.43,3.34,53.16,0.5,987.13,42,643,8,441
9/10/2026 6:45,795.14,795.14,59.42,3.34,52.85,0.18,809.09,42,628,8,449
9/10/2026 6:45,795.14,795.14,59.42,3.34,53.47,0.18,840.8,37,600,7,449
9/10/2026 6:45,795.14,795.14,59.42,3.34,53.78,-0.12,856.65,41,614,7,449
9/10/2026 6:45,795.14,795.14,59.42,3.34,53.47,-0.43,840.8,35,614,7,446
9/10/2026 6:45,795.14,795.14,59.42,3.34,53.78,-0.12,856.65,39,628,8,446
9/10/2026 6:45,795.14,795.14,59.42,3.34,54.1,-0.43,840.8,39,614,7,446
9/10/2026 6:45,795.14,795.14,59.42,3.34,53.47,-0.43,754.9,39,614,7,452
9/10/2026 6:45,795.14,795.14,59.42,3.34,53.78,-0.12,770.76,39,600,7,454
9/10/2026 6:45,795.14,795.14,59.42,3.34,53.47,-0.43,786.61,39,614,7,446
9/10/2026 6:45,795.14,795.14,59.42,3.34,53.78,-0.12,987.13,39,628,8,446
9/10/2026 6:45,795.15,795.15,59.41,3.34,54.1,-0.43,971.28,39,614,7,452
9/10/2026 6:45,795.15,795.15,59.41,3.34,53.78,-0.75,955.43,39,628,8,452
9/10/2026 6:45,795.15,795.15,59.41,3.34,53.78,-0.43,939.57,39,614,7,452
9/10/2026 6:45,795.15,795.15,59.41,3.34,53.78,-0.43,955.43,39,628,8,449
9/10/2026 6:45,795.15,795.15,59.41,3.34,53.47,-0.43,762.64,36,628,8,449
9/10/2026 6:45,795.15,795.15,59.41,3.34,53.47,-0.43,963.54,36,628,8,452
9/10/2026 6:45,795.16,795.16,59.4,3.34,53.78,-0.12,947.68,40,614,7,449
9/10/2026 6:45,795.16,795.16,59.4,3.34,54.1,-0.43,931.83,40,628,8,452
9/10/2026 6:45,795.16,795.16,59.4,3.34,54.1,-0.75,947.68,38,614,7,446
9/10/2026 6:45,795.17,795.17,59.39,3.34,54.41,-0.75,931.83,42,600,7,449
9/10/2026 6:46,795.17,795.17,59.39,3.34,54.1,-1.06,915.98,41,614,7,441
9/10/2026 6:46,795.17,795.17,59.39,3.34,54.41,-0.75,931.83,39,628,8,444
9/10/2026 6:46,795.17,795.17,59.39,3.34,54.1,-1.06,947.68,49,643,8,449
9/10/2026 6:46,795.17,795.17,59.39,3.34,53.78,-0.43,948.43,51,614,7,452
9/10/2026 6:46,795.17,795.17,59.39,3.34,53.47,-0.43,1281.29,35,628,8,449
9/10/2026 6:46,795.17,795.17,59.39,3.34,53.16,-0.12,3239.78,42,614,7,452
9/10/2026 6:46,795.17,795.17,59.39,3.34,52.85,0.18,677.49,36,628,8,446
9/10/2026 6:46,795.17,795.17,59.39,3.34,53.16,0.5,0,36,614,7,446
9/10/2026 6:46,795.17,795.17,59.39,3.34,52.85,0.18,863.28,47,628,8,446
9/10/2026 6:46,795.17,795.17,59.39,3.34,52.53,0.5,1049.06,38,643,8,446
9/10/2026 6:46,795.17,795.17,59.39,3.34,52.22,0.81,1451.6,44,657,8,446
9/10/2026 6:46,795.17,795.17,59.39,3.34,52.53,1.12,631.04,44,643,8,446
9/10/2026 6:46,795.17,795.17,59.39,3.34,52.85,0.81,0,39,628,8,446
9/10/2026 6:46,795.17,795.17,59.39,3.34,53.16,0.5,979.39,42,614,7,454
9/10/2026 6:46,795.17,795.17,59.39,3.34,52.85,0.18,963.54,36,628,8,452
9/10/2026 6:46,795.17,795.17,59.39,3.34,52.53,0.5,0,36,643,8,446
9/10/2026 6:46,795.17,795.17,59.39,3.34,52.22,0.81,1033.58,36,628,8,446
9/10/2026 6:46,795.17,795.17,59.39,3.34,52.53,1.12,863.28,41,614,7,446
9/10/2026 6:46,795.17,795.17,59.39,3.34,52.85,0.81,1265.81,41,614,7,446
9/10/2026 6:46,795.17,795.17,59.39,3.34,52.53,0.5,1249.96,41,614,7,446
9/10/2026 6:46,795.17,795.17,59.39,3.34,52.85,0.81,987.13,41,614,7,446
9/10/2026 6:46,795.17,795.17,59.39,3.34,53.16,0.5,1002.99,41,628,8,449
9/10/2026 6:46,795.17,795.17,59.39,3.34,53.47,0.18,1892.84,35,643,8,446
9/10/2026 6:46,795.18,795.18,59.38,3.34,53.78,-0.12,1908.69,39,657,8,441
9/10/2026 6:46,795.18,795.18,59.38,3.34,53.78,-0.75,909.72,39,657,8,444
9/10/2026 6:46,795.18,795.18,59.38,3.34,53.47,-0.43,893.87,39,643,8,449
9/10/2026 6:46,795.18,795.18,59.38,3.34,53.16,-0.12,878.02,41,643,8,449
9/10/2026 6:46,795.18,795.18,59.38,3.34,52.85,0.18,862.16,38,628,8,449
9/10/2026 6:46,795.18,795.18,59.38,3.34,53.16,0.5,846.31,43,614,7,446
9/10/2026 6:46,795.18,795.18,59.38,3.34,53.47,0.18,830.45,43,628,8,446
9/10/2026 6:46,795.18,795.18,59.38,3.34,53.16,-0.12,814.6,39,614,7,449
9/10/2026 6:46,795.18,795.18,59.38,3.34,52.85,0.18,798.75,42,628,8,449
9/10/2026 6:46,795.18,795.18,59.38,3.34,53.16,0.5,782.89,39,614,7,454
9/10/2026 6:46,795.18,795.18,59.38,3.34,53.47,0.18,798.75,39,600,7,446
9/10/2026 6:46,795.18,795.18,59.38,3.34,53.16,-0.12,814.6,41,614,7,446
9/10/2026 6:46,795.18,795.18,59.38,3.34,53.47,0.18,830.45,37,628,8,446
9/10/2026 6:46,795.18,795.18,59.38,3.34,53.78,-0.12,814.6,40,643,8,454
9/10/2026 6:46,795.18,795.18,59.38,3.34,54.1,-0.43,830.45,37,628,8,446
9/10/2026 6:46,795.18,795.18,59.38,3.34,53.78,-0.75,846.31,38,614,7,446
9/10/2026 6:46,795.18,795.18,59.38,3.34,54.1,-0.43,830.45,38,628,8,454
9/10/2026 6:46,795.18,795.18,59.38,3.34,53.78,-0.75,846.31,42,643,8,452
9/10/2026 6:46,795.18,795.18,59.38,3.34,54.1,-0.43,862.16,42,628,8,446
9/10/2026 6:46,795.18,795.18,59.38,3.34,54.1,-0.43,862.16,42,628,8,446
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.78,-0.75,700.71,42,614,7,449
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.47,-0.43,716.57,42,600,7,449
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.16,-0.12,732.42,42,614,7,454
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.47,0.18,748.28,40,628,8,449
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.78,-0.12,764.13,40,614,7,449
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.47,-0.43,779.98,40,628,8,452
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.16,-0.12,795.84,40,614,7,449
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.47,0.18,779.98,40,614,7,452
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.78,-0.12,764.13,40,600,7,446
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.78,-0.75,764.13,37,600,7,452
9/10/2026 6:47,795.18,795.18,59.38,3.34,54.1,-0.43,779.98,38,614,7,452
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.78,-0.75,795.84,38,614,7,452
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.47,-0.43,779.98,41,600,7,449
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.47,-0.12,795.84,41,614,7,452
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.78,-0.12,811.69,41,628,8,449
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.47,-0.43,795.84,41,643,8,452
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.78,-0.12,811.69,41,628,8,449
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.16,-0.12,811.69,41,628,8,452
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.47,0.18,795.84,41,614,7,452
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.47,-0.12,811.69,41,628,8,452
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.78,-0.12,795.84,42,614,7,452
9/10/2026 6:47,795.18,795.18,59.38,3.34,54.1,-0.43,811.69,41,628,8,452
9/10/2026 6:47,795.18,795.18,59.38,3.34,54.41,-0.75,827.54,41,614,7,449
9/10/2026 6:47,795.18,795.18,59.38,3.34,54.1,-1.06,843.4,37,600,7,449
9/10/2026 6:47,795.18,795.18,59.38,3.34,54.72,-1.06,843.4,40,600,7,449
9/10/2026 6:47,795.18,795.18,59.38,3.34,54.41,-1.37,859.25,39,614,7,449
9/10/2026 6:47,795.18,795.18,59.38,3.34,54.1,-1.06,843.4,39,600,7,449
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.78,-0.75,827.54,39,585,7,446
9/10/2026 6:47,795.18,795.18,59.38,3.34,54.1,-0.43,811.69,42,600,7,452
9/10/2026 6:47,795.18,795.18,59.38,3.34,53.78,-0.75,827.54,42,614,7,441
9/10/2026 6:47,795.19,795.19,59.37,3.34,54.1,-0.43,843.4,39,600,7,449
9/10/2026 6:47,795.19,795.19,59.37,3.34,53.78,-0.75,827.54,39,600,7,446
9/10/2026 6:47,795.19,795.19,59.37,3.34,53.78,-0.75,859.25,39,600,7,454
9/10/2026 6:47,795.19,795.19,59.37,3.34,53.47,-0.43,843.4,39,614,7,446
9/10/2026 6:47,795.19,795.19,59.37,3.34,53.78,-0.12,827.54,39,614,7,446
9/10/2026 6:47,795.19,795.19,59.37,3.34,53.47,-0.43,811.69,39,614,7,446
9/10/2026 6:47,795.19,795.19,59.37,3.34,53.47,-0.12,795.84,39,600,7,454
9/10/2026 6:47,795.19,795.19,59.37,3.34,53.78,-0.12,811.69,39,614,7,452
9/10/2026 6:47,795.19,795.19,59.37,3.34,53.47,-0.43,827.54,39,600,7,449
9/10/2026 6:47,795.19,795.19,59.37,3.34,53.16,-0.12,811.69,39,614,7,446
9/10/2026 6:48,795.19,795.19,59.37,3.34,53.47,0.18,795.84,39,628,8,449
9/10/2026 6:48,795.19,795.19,59.37,3.34,53.16,-0.12,779.98,40,628,8,449
9/10/2026 6:48,795.19,795.19,59.37,3.34,53.47,0.18,795.84,39,643,8,449
9/10/2026 6:48,795.19,795.19,59.37,3.34,53.78,-0.12,779.98,40,628,8,446
9/10/2026 6:48,795.19,795.19,59.37,3.34,54.1,-0.43,795.84,40,643,8,449
9/10/2026 6:48,795.2,795.2,59.36,3.34,54.1,-1.06,795.84,40,628,8,449
9/10/2026 6:48,795.2,795.2,59.36,3.34,53.78,-0.75,779.98,40,614,7,452
9/10/2026 6:48,795.2,795.2,59.36,3.34,53.47,-0.43,795.84,40,600,7,449
9/10/2026 6:48,795.21,795.21,59.36,3.34,53.16,0.18,795.84,39,628,8,449
9/10/2026 6:48,795.21,795.21,59.36,3.34,53.47,0.18,1064.54,40,643,8,452
9/10/2026 6:48,795.21,795.21,59.36,3.34,53.78,-0.12,1064.54,39,628,8,449
9/10/2026 6:48,795.21,795.21,59.36,3.34,54.1,-0.43,1048.69,36,614,7,449
9/10/2026 6:48,795.21,795.21,59.35,3.34,54.41,-0.75,863.28,40,614,7,441
9/10/2026 6:48,795.21,795.21,59.35,3.34,54.72,-1.06,847.42,41,628,8,449
9/10/2026 6:48,795.21,795.21,59.35,3.34,55.03,-1.37,863.28,40,628,8,446
9/10/2026 6:48,795.21,795.21,59.35,3.34,54.72,-1.68,879.13,40,614,7,446
9/10/2026 6:48,795.21,795.21,59.35,3.34,54.72,-1.68,732.05,40,614,7,441
9/10/2026 6:48,795.22,795.22,59.34,3.34,54.41,-1.37,716.2,40,600,7,441
9/10/2026 6:48,795.22,795.22,59.34,3.34,54.41,-1.37,747.9,40,628,8,449
9/10/2026 6:48,795.23,795.23,59.33,3.34,54.1,-1.06,763.76,38,614,7,452
9/10/2026 6:48,795.23,795.23,59.33,3.34,53.78,-0.75,779.61,38,628,8,444
9/10/2026 6:48,795.24,795.24,59.32,3.34,53.47,-0.43,795.46,43,614,7,444
9/10/2026 6:48,795.24,795.24,59.32,3.34,53.47,-0.43,795.46,43,614,7,444
9/10/2026 6:48,795.24,795.24,59.32,3.34,53.78,-0.12,1033.58,40,614,7,449
9/10/2026 6:48,795.25,795.25,59.31,3.34,53.47,-0.43,1049.43,39,628,8,449
9/10/2026 6:48,795.25,795.25,59.31,3.34,53.78,-0.12,1065.29,39,628,8,444
9/10/2026 6:48,795.25,795.25,59.31,3.34,53.78,-0.12,1065.29,39,628,8,444
